,Site,Stand,Plot,Species,TagID,Treatment.x,Age,Subplot.x,previous.tags,DBH2008,DBH2009,DBH2010,DBH2011,DBH2015,DBH2019,DBH2023,X,liveBA11,liveBA15,liveBA19,liveBA23,X.1,BA2011,BA2015,BA2019,BA2023,X.2,chgBA11_15,chgBA15_19,chgBA19_23,X.3,RBAIyr11_15,RBAIyr15_19,RBAIyr19_23,X.4,deadyr,dead2008.2010,dead2011,dead2015,dead2019,dead2023,notes2008.10,notes2011,notes2015,notes2019,notes2023,X.5,ingrowthyear,ingrowth5x5,Ntrt,Ptrt,plotID.x,Age3,RBAI,Order_Processed,Date_Collected,Stand_Age,Growth_Stage,Treatment.y,Ntrt.y,Ptrt.y,Catrt,Tree_Number,Subplot.y,Shots,Canopy_Locations,Field_Notes,Number_of_Leaves,Total_Fresh_Mass,Total_Leaf_Area,Leaf_Area_for_SLA,Oven_Dry_Mass_with_Bag,Oven_Dry_Bag_Weight,Total_Oven_Dry_Mass,Dry_Mass_Per_Leaf,Leaf_Area,SLA_cm2_g,SLA_m2kg,LDMC_g_g,LDMC,Lab_Notes,Caution,Date.Processed,d15N,d13C,N,propC,CN,Ca,Fe,K,Mg,Mn,P.214,P.178,S,Sr,Zn,Stomatal_Density,Extra_Notes,Former_TagID,Species_ID,Age2,ID,treeID,plotID.y,P178ln,Parea,Narea
235,BEF,C9,3,YB,200,NP,Late,A3,,18.7,NA,NA,19.5,20.5,21.2,22.4,NA,298.6,330.1,353,394.1,NA,298.6,330.1,353,394.1,NA,0.105193951,0.069458656,0.116411534,NA,0.025320463,0.016929861,0.027912338,NA,NA,,,,,,,,,,,,NA,,1,1,C9_3,Late,0.021140762,300,7/22/2022,Old,Second,NP,1,1,0,2,A3,2,2,,7,4.18,329.056,328.365,NA,NA,1.5,0.21,47.01,218.91,21.89,0.36,358.85,"brown spots, shotgun holes, insect damage, 2 leaves are fuzzy",,7/25/2022,-0.096954845,-31.5177866,28.44423207,0.490275417,17.23637382,6.272896728,0.09509368,12.57296064,1.594817691,1.620220989,1.972289857,1.910634261,1.430279794,0.013443375,0.175959043,NA,,,BEAL2,Old,C9_3_NP_YB_7_200,C9_3_YB_200,C9_3,0.647435261,0.087279442,1.299357365
236,BEF,C9,4,BE,302,N,Late,A1,,NA,NA,NA,31.1,32.6,33,34,NA,759.6,834.7,855.3,907.9,NA,759.6,834.7,855.3,907.9,NA,0.098789301,0.024690429,0.061524334,NA,0.023831779,0.006116265,0.015038438,NA,NA,,,,,,,,,,,,NA,,1,0,C9_4,Late,0.014943086,304,7/22/2022,Old,Second,N,1,0,0,3,A1,2,2,,7,2.8,235.235,234.886,NA,NA,1.34,0.19,33.61,175.29,17.53,0.48,478.57,"brown spots, chlorotic",,7/25/2022,0.60528021,-29.77169246,21.31084006,0.487142761,22.85891874,5.367581037,0.04407374,7.4650684,1.040806271,1.05382789,0.884602757,0.87897545,1.156519835,0.011110563,0.027809805,NA,,,FAGR,Old,C9_4_N_BE_7_302,C9_4_BE_302,C9_4,-0.128998311,0.050144073,1.215747622
237,BEF,C9,4,BE,322,N,Late,B2,,NA,NA,NA,34,34.9,35.9,36.4,NA,907.9,956.6,1012.2,1040.6,NA,907.9,956.6,1012.2,1040.6,NA,0.053641869,0.058127602,0.028049131,NA,0.013148848,0.014225466,0.006939709,NA,NA,,,,,,,,,,,,NA,,1,0,C9_4,Late,0.013686213,303,7/22/2022,Old,Second,N,1,0,0,2,B2,2,2,,10,4.42,329.669,329.274,NA,NA,2.38,0.24,32.97,138.35,13.84,0.54,538.46,brown spots,,7/25/2022,missing,NA,19.84944382,0.489827769,24.67715336,3.387114361,0.036343177,6.748883276,0.965455694,0.849356842,0.785105818,0.760283813,1.051348268,0.00709073,0.017711149,NA,,,FAGR,Old,C9_4_N_BE_10_322,C9_4_BE_322,C9_4,-0.274063477,0.054953655,1.434726695
238,BEF,C9,4,BE,331,N,Late,C3,,NA,NA,NA,20.3,22.4,23.9,25,NA,323.7,394.1,448.6,490.9,NA,323.7,394.1,448.6,490.9,NA,0.217598098,0.138412787,0.094168519,NA,0.050451463,0.032939633,0.022753687,NA,NA,,,,,,,,,,,,NA,,1,0,C9_4,Late,0.041632618,302,7/22/2022,Old,Second,N,1,0,0,1,C3,3,2,new,4,2.22,171.951,171.951,NA,NA,1.07,0.27,42.99,160.7,16.07,0.48,481.98,brown and white spots,,7/25/2022,0.67041022,-29.09710201,21.73528261,0.477742859,21.98006199,5.362687522,0.047200791,6.503362881,0.697713388,1.407448088,0.93510979,0.943728143,1.562916115,0.007655276,0.034853397,NA,,,FAGR,Old,C9_4_N_BE_4_331,C9_4_BE_331,C9_4,-0.057917138,0.058726082,1.35253781
239,BEF,C9,4,SM,306,N,Late,B1,,NA,NA,NA,63.1,64.6,64.7,65.3,NA,3127.1,3277.6,3287.7,3349,NA,3127.1,3277.6,3287.7,3349,NA,0.04810868,0.003098371,0.01863314,NA,0.011816085,0.000773695,0.004626085,NA,NA,,,,,,,,,,,,NA,,1,0,C9_4,Late,0.006279908,307,7/22/2022,Old,Second,N,1,0,0,3,A3,2,2,,6,2.17,166.967,166.842,NA,NA,1.38,0.23,27.83,120.9,12.09,0.64,635.94,"2 caterpillars, not trusting areas, curls, chlorotic, insect damage",Y,7/25/2022,-1.673590898,-29.25818066,19.87130359,0.486042457,24.45951544,4.697472214,0.045379102,8.602680814,0.905673975,1.258307018,1.007512628,1.050522144,1.242702557,0.012685521,0.024996027,483,,,ACSA3,Old,C9_4_N_SM_6_306,C9_4_SM_306,C9_4,0.049287321,0.086891823,1.643614854
240,BEF,C9,4,SM,320,N,Late,B2,,NA,NA,NA,43.3,44,44.2,45.7,NA,1472.5,1520.5,1534.4,1640.3,NA,1472.5,1520.5,1534.4,1640.3,NA,0.032593912,0.00911157,0.069024999,NA,0.008050734,0.00227015,0.016826756,NA,NA,,,,,,,,,,,,NA,,1,0,C9_4,Late,0.005160493,306,7/22/2022,Old,Second,N,1,0,0,2,B2,2,2,,9,4.07,243.723,242.989,NA,NA,1.85,0.21,27.08,131.35,13.13,0.45,454.55,"some are curved, chlorosis, brown spots",,7/25/2022,-1.92695352,-28.45237851,21.64498308,0.488314969,22.56019176,5.277647042,0.055527688,5.646799908,0.985090118,2.275930096,1.033885693,1.044203813,1.308676823,0.014687286,0.028360049,407,,,ACSA3,Old,C9_4_N_SM_9_320,C9_4_SM_320,C9_4,0.043254694,0.079497816,1.647886036
241,BEF,C9,4,SM,341,N,Late,B3,,NA,NA,NA,22.9,24.3,26,27.1,NA,411.9,463.8,530.9,576.8,NA,411.9,463.8,530.9,576.8,NA,0.126008276,0.144811936,0.086405325,NA,0.030114252,0.034388151,0.020934715,NA,NA,,,,,,,,,,,,NA,,1,0,C9_4,Late,0.032232709,305,7/22/2022,Old,Second,N,1,0,0,1,B3,3,2,not sure about number of shots,6,2.59,204.068,202.816,NA,NA,1.19,0.2,34.01,170.43,17.04,0.46,459.46,"damage, curls, brown spots, insect damage",,7/25/2022,-1.486109244,-30.05127729,22.31293658,0.489648266,21.94459095,4.075223923,0.074445127,7.501920457,0.59957843,1.271116043,1.104632299,1.07881496,1.211252889,0.010151701,0.023309764,332,,,ACSA3,Old,C9_4_N_SM_6_341,C9_4_SM_341,C9_4,0.075863179,0.063299593,1.30921414
242,BEF,C9,4,YB,316,N,Late,A2,,NA,NA,NA,55.8,57.5,58.4,60.2,NA,2445.4,2596.7,2678.6,2846.3,NA,2445.4,2596.7,2678.6,2846.3,NA,0.061860074,0.031549338,0.062593826,NA,0.015118688,0.0077957,0.015294006,NA,NA,,,,,,,,,"large knot, split",,,NA,,1,0,C9_4,Late,0.011450759,310,7/22/2022,Old,Second,N,1,0,0,3,A2,3,2,,5,2.03,149.383,148.492,NA,NA,0.82,0.16,29.88,181.09,18.11,0.4,403.94,"lots of damage, insect damage, small brown spots",,7/25/2022,-0.573279534,-29.15242782,28.39977893,0.497417746,17.51484571,5.608497243,0.065055922,7.071029976,1.404327205,2.124278184,1.062088408,1.0226289,1.250197765,0.011702423,0.129350354,170,,,BEAL2,Old,C9_4_N_YB_5_316,C9_4_YB_316,C9_4,0.022376665,0.056470755,1.568268758
243,BEF,C9,4,YB,339,N,Late,B3,,NA,NA,NA,30.4,32.6,34.6,36.2,NA,725.8,834.7,940.2,1029.2,NA,725.8,834.7,940.2,1029.2,NA,0.14997403,0.126463171,0.094623943,NA,0.03555223,0.030218275,0.022860095,NA,NA,,,,,,,,,,,,NA,,1,0,C9_4,Late,0.03288129,309,7/22/2022,Old,Second,N,1,0,0,2,B3,4,2,,5,3.17,198.731,198.447,NA,NA,1.33,0.27,39.75,149.21,14.92,0.42,419.56,"lots of brown spots, some insect damage",,7/25/2022,missing,NA,23.93557072,0.487381706,20.3622346,8.041986542,0.051720913,9.05620167,1.154981872,2.357952789,1.111163929,1.091718573,1.209243216,0.016089318,0.190610335,205,,,BEAL2,Old,C9_4_N_YB_5_339,C9_4_YB_339,C9_4,0.087753127,0.073166582,1.604153255
244,BEF,C9,4,YB,343,N,Late,A3,,NA,NA,NA,18.2,20.1,21.6,22.9,NA,260.2,317.3,366.4,411.9,NA,260.2,317.3,366.4,411.9,NA,0.219689651,0.1548229,0.123992627,NA,0.050902281,0.036642111,0.029652944,NA,NA,,,,,,,,Connected to tag# 342,,,,NA,,1,0,C9_4,Late,0.043712829,308,7/22/2022,Old,Second,N,1,0,0,1,A3,2,2,,8,4.26,278.086,277.934,NA,NA,1.71,0.21,34.76,162.53,16.25,0.4,401.41,lots of little brown spots,,7/25/2022,0.247799658,-30.69927556,22.30715993,0.432074025,19.36929784,7.542538153,0.049393888,9.740171446,1.16938115,1.752238037,1.200649222,1.183251603,1.428979494,0.018111427,0.162021629,194,,,BEAL2,Old,C9_4_N_YB_8_343,C9_4_YB_343,C9_4,0.168266245,0.072802043,1.37249492
245,HB,HBM,1,RM,8596,NP,Mid,B1,,20.8,NA,NA,23,25.3,28.8,32.4,NA,415.5,502.7,651.4,824.5,NA,415.5,502.7,651.4,824.5,NA,0.21,0.295817776,0.265625,NA,0.048808848,0.066930139,0.060660172,NA,NA,,,,,,,,,,,,NA,,1,1,HBM_1,Mid,0.057814683,207,8/3/2021,Mid,Third,NP,1,1,0,2,B1,4,2,,9,3.38,266.2,265.3,8.79,7.29,1.5,0.17,29.58,176.87,17.69,0.44,443.79,all leaves damaged; chose leaves with least herbivory,,8/11/2021,-1.07,-29.62,20.1,0.49,24.47,6.1915,0.0451,7.4446,1.1603,1.2923,1.6359,1.657004458,1.0981,0.0194,0.0237,NA,,,ACRU,Mid,HBM_1_NP_RM_9_8596,HBM_1_RM_8596,HBM_1,0.505011429,0.093684879,1.136427885
246,HB,HBM,1,SM,565,NP,Mid,A1,,NA,NA,NA,NA,NA,10.6,11.4,NA,0,0,88.2,102.1,NA,0,0,88.2,102.1,NA,#DIV/0!,#DIV/0!,0.156639373,NA,NA,,0.037049516,NA,NA,,,,,,,,,New addition,,,2019,out,1,1,HBM_1,Mid,NA,205,8/3/2021,Mid,Third,NP,1,1,0,2,A1,2,2,,9,5.1,563.13,562.66,9.33,7.28,2.05,0.23,62.57,274.47,27.45,0.4,401.96,"nearly all leaves had insect damage,  disease, or herbivory. Chose leaves with least",,8/11/2021,-1.53,-30.46,21.8,0.48,22.02,5.0514,0.0569,7.1893,1.0459,1.6616,1.5662,1.557571271,1.2583,0.0184,0.0229,465,,,ACSA3,Mid,HBM_1_NP_SM_9_565,HBM_1_SM_565,HBM_1,0.443127731,0.056748325,0.794258025
247,HB,HBM,1,SM,8609,NP,Mid,B2,,17.1,NA,NA,18.5,19.7,21.1,22.4,NA,268.8,304.8,349.7,394.1,NA,268.8,304.8,349.7,394.1,NA,0.13393718,0.147182355,0.12701871,NA,0.031922897,0.034923181,0.03034527,NA,NA,,,,,,,,,,,,NA,,1,1,HBM_1,Mid,0.033435309,203,8/3/2021,Mid,Third,NP,1,1,0,1,B2,2,2,,5,3.22,206.56,205.37,8.31,7.33,0.98,0.2,41.31,209.56,20.96,0.3,304.35,chose all leaves with no obvious herbivory or disease,,8/11/2021,-1.56,-29.07,21.9,0.49,22.28,3.0149,0.0703,6.0532,0.7919,1.2527,1.3334,1.326982912,1,0.0083,0.0172,513,,,ACSA3,Mid,HBM_1_NP_SM_5_8609,HBM_1_SM_8609,HBM_1,0.282907878,0.063322338,1.045046765
248,HB,HBM,1,WB,8584,NP,Mid,B1,,31.3,NA,NA,33.5,34,35.9,37.2,NA,881.4,907.9,1012.2,1086.9,NA,881.4,907.9,1012.2,1086.9,NA,0.030073513,0.114887543,0.073734685,NA,0.007435047,0.027561362,0.017944841,NA,NA,,,,,,,,,,,,NA,,1,1,HBM_1,Mid,0.017446684,215,8/3/2021,Mid,Third,NP,1,1,0,3,B1,2,2,,5,5.28,242.18,240.68,9.7,7.26,2.44,0.49,48.44,98.64,9.86,0.46,462.12,all leaves damaged; chose leaves with most complete margins and least damage. Some brown spots and hotes,,8/11/2021,-0.73,-28.26,19.5,0.49,25.05,5.6995,0.0384,8.0669,1.0769,1.3488,1.2797,1.353115,1.2948,0.0212,0.1251,NA,,,BEPA,Mid,HBM_1_NP_WB_5_8584,HBM_1_WB_8584,HBM_1,0.302409342,0.137177109,1.976885645
249,HB,HBM,1,WB,8597,NP,Mid,B2,,28.2,NA,NA,29.6,30.1,30.9,31.2,NA,688.1,711.6,749.9,764.5,NA,688.1,711.6,749.9,764.5,NA,0.03406912,0.05386254,0.019511735,NA,0.008410577,0.013201892,0.004842643,NA,NA,,,,,,,,,,,,NA,,1,1,HBM_1,Mid,0.010808708,213,8/3/2021,Mid,Third,NP,1,1,0,2,B2,2,2,,11,2.71,164.66,163.29,8.39,7.37,1.02,0.09,14.97,160.09,16.01,0.38,376.38,chose leaves with no obvious herbivory outside of two leaves with a tiny amount of skeletonizer damage,,8/11/2021,-0.92,-27.44,33.6,0.49,14.71,10.3562,0.0891,8.8388,2.3745,2.809,2.8326,2.832885276,1.851,0.035899599,0.3246,NA,,,BEPA,Mid,HBM_1_NP_WB_11_8597,HBM_1_WB_8597,HBM_1,1.041295724,0.176955792,2.098819414
250,HB,HBM,1,WB,8617,NP,Mid,A2,,30.8,NA,NA,32.4,33.8,35.3,26.8,NA,824.5,897.3,978.7,564.1,NA,824.5,897.3,978.7,564.1,NA,0.088286847,0.090726865,-0.423605037,NA,0.021376462,0.021948481,-0.128675262,NA,NA,,,,,,,,,,,,NA,,1,1,HBM_1,Mid,0.021662296,212,8/3/2021,Mid,Third,NP,1,1,0,1,A2,3,2,,12,3.15,173.03,172.52,8.59,7.29,1.3,0.11,14.42,132.71,13.27,0.41,412.7,"all leaves damaged with at least tiny brown spots from herbivory; chose most complete leaves. Some skeletonizer damage, some holes",,8/11/2021,-0.95,-28.31,27.8,0.49,17.71,6.2397,0.0667,10.5838,1.3499,1.636,2.3058,2.247487414,1.4937,0.0209,0.1535,NA,,,BEPA,Mid,HBM_1_NP_WB_12_8617,HBM_1_WB_8617,HBM_1,0.809812887,0.169353283,2.094793158
251,HB,HBM,1,YB,439,NP,Mid,A1,,NA,NA,NA,20.7,24.1,25.4,26.4,NA,336.5,456.2,506.7,547.4,NA,336.5,456.2,506.7,547.4,NA,0.355480875,0.110793547,0.080290161,NA,0.07900473,0.026616729,0.019495012,NA,NA,,,,,,,"Tag way above where it should be, measured with a dowel still",,,,,NA,,1,1,HBM_1,Mid,0.052496668,210,8/3/2021,Mid,Third,NP,1,1,0,2,A1,2,2,,10,2.9,195.69,195.18,8.45,7.22,1.23,0.12,19.57,158.69,15.87,0.42,424.14,"all leaves damaged with at least tiny brown spots from herbivory; chose most complete leaves. Some large brown spots and skeletonizer damage, some holes",,8/11/2021,-0.16,-29.27,22.6,0.49,21.7,4.9719,0.0541,9.9157,1.5013,1.3518,1.848,1.85228762,1.1265,0.0174,0.1045,168,,,BEAL2,Mid,HBM_1_NP_YB_10_439,HBM_1_YB_439,HBM_1,0.616421427,0.116723651,1.424160313
252,HB,HBM,1,YB,8599,NP,Mid,B2,,15.5,NA,NA,16.5,17.5,18.1,18.3,NA,213.8,240.5,257.3,263,NA,213.8,240.5,257.3,263,NA,0.124885216,0.069746939,0.022221544,NA,0.029857301,0.016998385,0.005509684,NA,NA,,,,,,,,,,,,NA,,1,1,HBM_1,Mid,0.023420261,209,8/3/2021,Mid,Third,NP,1,1,0,1,B2,2,2,,10,4.37,367.24,367.22,8.89,7.29,1.6,0.16,36.72,229.51,22.95,0.37,366.13,all leaves damaged with at least tiny brown spots from herbivory; chose most complete leaves,,8/11/2021,-0.56,-30.36,25.8,0.49,18.83,8.812,0.0621,9.6655,1.9689,2.3605,1.8837,2.158304688,1.3729,0.0391,0.2882,146,,,BEAL2,Mid,HBM_1_NP_YB_10_8599,HBM_1_YB_8599,HBM_1,0.769323047,0.09403968,1.124134025
253,HB,HBM,1,YB,8620,NP,Mid,A1,,11.5,NA,NA,13.7,15.8,17.5,18.5,NA,147.4,196.1,240.5,268.8,NA,147.4,196.1,240.5,268.8,NA,0.330065534,0.226766544,0.11755102,NA,0.073910923,0.052423364,0.028174527,NA,NA,,,,,,,,,,,,NA,,1,1,HBM_1,Mid,0.063107543,211,8/3/2021,Mid,Third,NP,1,1,0,3,A1,2,2,,12,3.03,264.13,263.7,8.48,7.29,1.19,0.1,22.01,221.6,22.16,0.39,392.74,all leaves damaged with at least tiny brown spots from herbivory; chose most complete leaves. Some minor herbivory and brown spots,,8/11/2021,-0.54,-31.1,23.9,0.5,20.89,4.7013,0.0567,7.9366,1.0591,1.1495,2.0084,2.021281238,1.1775,0.0147,0.0688,239,,,BEAL2,Mid,HBM_1_NP_YB_12_8620,HBM_1_YB_8620,HBM_1,0.703731587,0.091213052,1.078519856
254,HB,HBM,2,RM,7961,N,Mid,A1,8581,17.6,NA,NA,19.6,20.9,22.8,24.9,NA,301.7,343.1,408.3,487,NA,301.7,343.1,408.3,487,NA,0.13705227,0.190082645,0.192693906,NA,0.032630878,0.044465936,0.045038403,NA,NA,,,,,,,,,,new tag 7961,,NA,,1,0,HBM_2,Mid,0.038545453,195,8/3/2021,Mid,Third,N,1,0,0,2,A1,2,2,,15,6.59,443.24,442.26,10.46,7.25,3.21,0.21,29.55,137.78,13.78,0.49,487.1,"chose all leaves with no obvious insect or disease damage; many leaves are reddish, and some have tiny brown spots and tiny holes",,8/9/2021,-1.313333333,-28.28,19.3,0.52,26.99333333,4.8557,0.0505,5.3252,0.9586,1.1728,1.03,1.064615038,1.0776,0.0102,0.0152,NA,original tag was 8581; tag changed in 2023,,ACRU,Mid,HBM_2_N_RM_15_7961,HBM_2_RM_7961,HBM_2,0.062613267,0.0772692,1.400783858
255,HB,HBM,2,RM,8559,N,Mid,A2,,22.8,NA,NA,24.5,26.5,28.5,31.1,NA,471.4,551.5,637.9,759.6,NA,471.4,551.5,637.9,759.6,NA,0.169929196,0.156639373,0.190778701,NA,0.040015698,0.037049516,0.044618624,NA,NA,,,,,,,,RM confirmed in 2015,,connected to 8560,,NA,,1,0,HBM_2,Mid,0.038533184,194,8/3/2021,Mid,Third,N,1,0,0,1,A2,2,2,,10,4.36,291.54,290.51,9.19,7.22,1.97,0.2,29.15,147.47,14.75,0.45,451.83,all leaves had damage; chose most complete leaves with least damage. Brown spots and herbivory,Y,8/9/2021,-1.123333333,-29.54333333,21.7,0.49,22.6,8.0105,0.0502,7.3835,2.0259,2.3177,1.1891,1.228059727,1.3275,0.014,0.0312,NA,,,ACRU,Mid,HBM_2_N_RM_10_8559,HBM_2_RM_8559,HBM_2,0.205435466,0.083275224,1.471485726
256,HB,HBM,2,RM,8565,N,Mid,buffer,,NA,NA,NA,NA,25,27.4,30,NA,0,490.9,589.6,706.9,NA,0,490.9,589.6,706.9,NA,#DIV/0!,0.201216,0.198785231,NA,NA,0.046900186,0.04637016,NA,NA,,,,,,,IN BUFFER; OUT OF PLOT.  TAGGED FOR SHOOTING OR IN ERROR?,"Way outside subplot A2, do not include in inventory; probably tagged for shooting?",,,,NA,,1,0,HBM_2,Mid,NA,196,8/3/2021,Mid,Third,N,1,0,0,3,Buffer,2,2,,10,4.73,406.26,405.58,9.23,7.3,1.93,0.19,40.63,210.14,21.01,0.41,408.03,"all leaves had some damage; chose leaves with least herbivory and brown spots, but there is some",Y,8/9/2021,-0.81,-29.04,19.2,0.49,25.68,8.3023,0.0493,7.6283,1.6354,1.5339,1.1947,1.203332782,1.1623,0.0202,0.0462,NA,,,ACRU,Mid,HBM_2_N_RM_10_8565,HBM_2_RM_8565,HBM_2,0.185095026,0.057263385,0.913676597
257,HB,HBM,2,SM,8562,N,Mid,A2,,13.1,NA,NA,13.9,14.8,15.6,16.2,NA,151.7,172,191.1,206.1,NA,151.7,172,191.1,206.1,NA,0.133688732,0.111029949,0.078402367,NA,0.031866368,0.026671347,0.019049331,NA,NA,,,,,,,,,,,,NA,,1,0,HBM_2,Mid,0.029282025,193,8/3/2021,Mid,Third,N,1,0,0,3,A2,3,2,"fairly closed/intermediate, but sunlit leaves",7,3.8,307.59,306.07,9.11,7.35,1.76,0.25,43.94,173.9,17.39,0.46,463.16,"all leaves damaged; chose most complete leaves. Herbivory and shotgun damage, pink spots, brown spots",Y,8/9/2021,-2.01,-30.52,23.9,0.49,20.66,2.9057,0.0584,7.5406,0.7971,1.4635,1.2728,1.388545828,1.4743,0.0083,0.0215,508,,,ACSA3,Mid,HBM_2_N_SM_7_8562,HBM_2_SM_8562,HBM_2,0.328257033,0.079847374,1.374353076
258,HB,HBM,2,SM,8567,N,Mid,A1,,18.7,NA,NA,20.7,21.1,23.6,24.5,NA,336.5,349.7,437.4,471.4,NA,336.5,349.7,437.4,471.4,NA,0.039020747,0.251005144,0.07772551,NA,0.009615606,0.057583761,0.018889392,NA,NA,,,,,,,,,,,,NA,,1,0,HBM_2,Mid,0.03332447,192,8/3/2021,Mid,Third,N,1,0,0,2,A1,2,2,,6,3.66,244.28,243.74,9.28,7.39,1.89,0.32,40.71,128.96,12.9,0.52,516.39,chose all leaves with no obvious signs of herbivory or disease; some shotgun holes and chlorosis,,8/9/2021,-1.310616753,-29.1778046,16.51672934,0.501601247,30.36981892,1.9256,0.0494,5.4545,0.4553,0.8495,0.8996,0.906175846,0.8931,0.0066,0.0191,300,,,ACSA3,Mid,HBM_2_N_SM_6_8567,HBM_2_SM_8567,HBM_2,-0.098521901,0.070267978,1.280763752
259,HB,HBM,2,SM,8573,N,Mid,A1,,13.9,NA,NA,15.6,16.4,18.1,20.2,NA,191.1,211.2,257.3,320.5,NA,191.1,211.2,257.3,320.5,NA,0.105193951,0.218062165,0.245505326,NA,0.025320463,0.050551539,0.056419471,NA,NA,,,,,,,,,,,,NA,,1,0,HBM_2,Mid,0.037880584,191,8/3/2021,Mid,Third,N,1,0,0,1,A1,2,2,,9,4.72,315.14,314.05,9.62,7.33,2.29,0.25,35.02,137.14,13.71,0.49,485.17,"caterpillar in bag; all leaves damaged, so chose leaves with most complete margins. Some shotgun holes and large brown spots, minor herbivory",,8/9/2021,-1.27,-29.66,22.7,0.5,22.1,2.8616,0.0732,6.0159,0.9211,0.919,1.278,1.327137337,1.3528,0.0058,0.0129,563,,,ACSA3,Mid,HBM_2_N_SM_9_8573,HBM_2_SM_8573,HBM_2,0.283024244,0.096772447,1.655242818
260,HB,HBM,2,WB,8546,N,Mid,B1,,29.4,NA,NA,31.4,32.7,35,36.8,NA,774.4,839.8,962.1,1063.6,NA,774.4,839.8,962.1,1063.6,NA,0.084516613,0.145619991,0.105502041,NA,0.020490702,0.034570631,0.025391911,NA,NA,,,,,,,,,,,,NA,,1,0,HBM_2,Mid,0.027500067,200,8/3/2021,Mid,Third,N,1,0,0,1,B1,4,2,,10,4.3,214.88,213.72,9.2,7.35,1.85,0.19,21.49,115.52,11.55,0.43,430.23,only two small leaves did not have damage. Added more leaves with least herbivory damage and most complete margins. Some tiny brown spots,,8/9/2021,-0.64,-27.44,26.4,0.51,19.19,3.649,0.0507,7.6289,0.9331,0.8455,1.2362,1.276815018,1.612,0.0112,0.1218,NA,,,BEPA,Mid,HBM_2_N_WB_10_8546,HBM_2_WB_8546,HBM_2,0.24436871,0.110527616,2.28531856
261,HB,HBM,2,YB,8542,N,Mid,B1,,15.9,NA,NA,17.3,18.7,20.2,21.25,NA,235.1,274.6,320.5,354.7,NA,235.1,274.6,320.5,354.7,NA,0.168398543,0.166862078,0.106662337,NA,0.039675361,0.039333394,0.025660859,NA,NA,,,,,,,,,,,,NA,,1,0,HBM_2,Mid,0.039493853,199,8/3/2021,Mid,Third,N,1,0,0,3,B1,3,2,,5,3.41,272.84,270.35,8.51,7.28,1.23,0.25,54.57,219.79,21.98,0.36,360.7,"all leaves at least a little damaged; chose most complete leaves. Skeletonizer, shotgun, and herbivory damage",,8/9/2021,-0.28,-30.61,31.9,0.49,15.45,6.698,0.0738,11.9043,1.3919,1.6448,1.7808,1.785,1.4684,0.024,0.1375,185,,,BEAL2,Mid,HBM_2_N_YB_5_8542,HBM_2_YB_8542,HBM_2,0.579418415,0.081213886,1.451385413
262,HB,HBM,2,YB,8554,N,Mid,B2,,20.4,NA,NA,22,24.2,25.8,27,NA,380.1,460,522.8,572.6,NA,380.1,460,522.8,572.6,NA,0.21,0.136602691,0.095186587,NA,0.048808848,0.03252879,0.022991509,NA,NA,,,,,,,,,,,,NA,,1,0,HBM_2,Mid,0.04065006,198,8/3/2021,Mid,Third,N,1,0,0,2,B2,2,2,,11,5.17,397,394.37,9.41,7.26,2.15,0.2,36.09,183.43,18.34,0.42,415.86,all leaves at least a little damaged; chose most complete leaves with only skeletonizer and shotgun damage,,8/9/2021,-0.07,-30.64,30.5,0.51,16.73,3.2535,0.0848,8.8286,0.8579,1.403,1.4074,1.400852151,1.4921,0.0085,0.0682,278,,,BEAL2,Mid,HBM_2_N_YB_11_8554,HBM_2_YB_8554,HBM_2,0.337080731,0.07636985,1.662759636
263,HB,HBM,2,YB,8555,N,Mid,B2,,21,NA,NA,22.2,24.5,26.5,28.1,NA,387.1,471.4,551.5,620.2,NA,387.1,471.4,551.5,620.2,NA,0.217940914,0.169929196,0.124400142,NA,0.050525394,0.040015698,0.029746259,NA,NA,,,,,,,,,,,,NA,,1,0,HBM_2,Mid,0.045238248,197,8/3/2021,Mid,Third,N,1,0,0,1,B2,4,2,,10,4.04,230.1,229.92,9.02,7.33,1.69,0.17,23.01,136.05,13.6,0.42,418.32,chose all leaves with no obvious insect or disease damage; some shotgun holes,,8/9/2021,-0.34,-28.51,29.7,0.5,16.86,6.3898,0.0655,6.9153,1.85,1.6583,1.5226,1.619529371,1.5312,0.0223,0.1211,NA,,,BEAL2,Mid,HBM_2_N_YB_10_8555,HBM_2_YB_8555,HBM_2,0.482135595,0.119039278,2.183020948
264,HB,HBM,3,BE,8485,Control,Mid,A1,,10.6,NA,NA,10.9,11.5,11.9,12.2,NA,93.3,103.9,111.2,116.9,NA,93.3,103.9,111.2,116.9,NA,0.113121791,0.070775047,0.051055716,NA,0.027154259,0.01724265,0.012526584,NA,NA,,,,,,,,,,,,NA,,0,0,HBM_3,Mid,0.022181209,174,8/3/2021,Mid,Third,Control,0,0,0,3,A1,4,2,"intermediate, but sun-exposed",11,3.62,489.68,489.38,9.04,7.32,1.72,0.16,44.52,284.53,28.45,0.48,475.14,"no obvious signs of herbivory; tiny holes and tiny brown spots, shotgun holes",,8/8/2021,-0.7,-29.7,27.6,0.49,17.82,5.8161,0.0745,8.7013,1.4252,1.1619,1.3643,1.381678557,1.4861,0.0224,0.0225,NA,,,FAGR,Mid,HBM_3_Control_BE_11_8485,HBM_3_BE_8485,HBM_3,0.323299106,0.048560031,0.970020736
